Class,Text
5,adv faculty iitra mauritius prof kushal pl find attached format adv recruitment different faculty position iitra mauritiusto put iit delhi web site indian news paper pl request concerned section check comment format putting advetisement received soon official permission fron dd clearification pl contact undersign ishtiaque executive director
5,nomination dir csir lab try arrange meeting committee asap k wrote prof kushal sen per email dated seeking nomination post director niist trivandrum iict hyderabad would like put forward application director asked send application award committee dr garg dg csir letter say nominated application sent email attached please cv consideration approve nomination shall attach separate covering note iict niist application best basu suddhasatwa basu ph professor chemical engineering department indian institute technology delhi hauz khas new delhi tel fax url web iitd ac ~sbasu original message sent suddhasatwa basu kushal sen subject nomination prof basu reference following email discussed director kindly submit biodata dean chairman award nomination committee necessary action bhaskar prof shevgaonkar director iit delhi would like apply director position csir lab advertised iict hyderabad niist trivandrum chemical science attached please find cv per format found suitable agree nominate please let know shall add covering note apply separately different csir lab high basu suddhasatwa basu ph professor chemical engineering department indian institute technology delhi hauz khas new delhi tel fax url web iitd ac ~sbasu prof kushal sen department textile technology indian institute technology delhi new delhi india ph re fax
5,follow nyc meeting original message subject follow nyc meeting date prof shevgaonkar great meet connect nyc last year visited u partner strategy consulting firm leading several cross border deal discussed want explore multiple option bring closer enhancing tie iit delhi need help connecting right folk seeking visiting faculty role iit management school weekend early morning weekday time connecting iit industry incubator evaluate iit help develop certain technology need commercial world area emerging market strategic consulting cross border engagement profile year consulting industry experience rich international experience u europe singapore australia india driven jv cross border engagement analytics leadership position motivation essentially develop iit linkage post discussion want move discussion aspirational something start work mutual advantage look forward taking discussion forward best alok mobile
5,faculty position iit delhi original message subject faculty position iit delhi date prof shevgaonkar writing email express interest apply faculty position iit delhi ph chemistry indian institute science bangalore guidance prof samuelson last four year worked independent researcher kyoto university specialization area bio inorganic biofunctional chemistry current research area biofunctional chemistry especially modulating chemistry living cell context work based engineering protein assembly bacteriophage t4 form protein needle protein needle translocates plasma membrane living cell endocytosis independent pathway via mechanical drilling membrane mol biosys interesting unique phenomenon unlike reported positively charged cell penetrating peptide protein developed system cytoplasmic delivery therapeutic protein small molecule modulate intracellular signal transduction chem lett also verified vivo mouse insect model system envisage cytoplasmic delivery via protein needle based membrane translocation pathway beneficial developing drug delivery system low dose high efficacy intend combine training experience continue research develop novel anticancer drug establishing active membrane translocation system metallodrugs unique innovative approach towards drug design development sincerely believe research would complement existing research program institute addition interested develop course contribute teaching training young mind especially area biofunctional chemistry visiting india currently would happy thankful give opportunity present work please find cv abstract presentation email thank much kind attention best nusrat
5,regarding mail director iit please find attached resume publication per request ashwini nanda original message sent subject regarding mail director iit reference mail dated addressed prof shevgaonkar director iit delhi desired dean faculty pl send cv manchanda supdt
5,spanish language faculty original message subject spanish language faculty date respected please find enclosed kind consideration case need spanish language faculty rekha saha
5,reference dr anuj kumar please find received reference letter dr anuj kumar original message subject reference dr anuj kumar date prof tuli attached herewith please find assessment dr anuj kumar faculty position iitra mauritius warm sk sud date subject reference dr anuj kumar dr sud dr anuj kumar short listed faculty position newly opened iitra mauritius interview scheduled held dr anuj kumar indicated name referee aware iit delhi mentoring iitra mauritius initial phase find detail iitra appreciate let u know opinion dr anuj suitability faculty member iitra particular help u comment research teaching potential also potential one early recruit new research focused educational institution please indicate strength weakness please get back query require clarification early response preferably would help apologize requesting response short period best prof suneet tuli cluster coordinator iitra mauritius
5,interview call post asstt professor original message subject interview call post asstt professor deptt applied mechanic date thank email intimating interview call post asst professor dept applied mechanic last month received offer post asst professor iit madras required communicate decision much thought careful deliberation decided take offer iitm regret proceed application iit delhi considering currently available option decision based personal professional reason sincerely anubhab roy dr roy please find attached chauhan joint registrar indian institute technology delhi hauz khas new delhi india tel fax anubhab roy olin hall cornell university ithaca ny voice
5,clarification mr basak thank clarification mail course mail help future nevertheless good know taken request seriously seminar interview held short notice yet made best effort know interdisciplinary background mainly centered around manufacturing objective serve india human society mech engg iitd division iitd need humble service future please hesitate contact formally informally even make application know brother shri ajit kumar behera alumnus iitd always needed teacher subject control system graphic science mechatronics etc cover sometimes situation professor expertise sit another professor able teach course next semester also prof kumar recently mentioned manufacturing still weak iitd dire situation arise please hesitate contact always willing serve kind amar dr behera refer email dt addressed hod mech engg deptt regarding week point connection inform professorial committee deptt mech engg discussed candidature consolidated stage ii evaluation recommended name final interview competent authority pleased approve recommendation called interview vide 4139 dated accordingly appeared selection committee office director state selection committee examined credential person interviewed made recommendation board governor reason decision towards recommending candidate post appear minute name selected candidate appeared minute also mention selection committee constituted per provision made statute best wish pg basak dr please let know weak point application take corrective action future application please also let know strong point applicant meanwhile happy learn journal article accepted computer industry international journal material forming taking total publication count also received special congratulatory message editor computer industry exceptional quality work send ask sincerely amar basak dy registrar
5,full time visiting professor application john glynn phd original message subject full time visiting professor application john glynn phd gpa date original message subject full time visiting professor application john glynn phd gpa date greeting would truly appreciate consideration position employment name john glynn come county mayo ireland spent year lecturing various aspect persuasive client communication english language creative writing behavioral science social psychology graduated highest result master phd program addition nearing end contract prestigious ho chi minh university medicine saigon vietnam deliver lecture workshop english communication writing psychology passionate writer work columnist free time writing reputable medium site hbo additionally regular contributor one biggest psychology site usa psychology tomorrow attached link recently published article addition application letter also attached piece teaching philosophy sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile sent gmail mobile
5,link retrieval line application faculty position mr chauhan unable open link using hod credential kindly activate account requirement ongoing process rolling advertisement printing summary sheet completed thanking prashant mishra prashant mishra ph professor department biochemical engineering biotechnology indian institute technology delhi india contact chauhan wrote colleague application various position advertised department centre received recruitment portal order retrieve application consideration shortlisting please visit login hod credential question please send email undersigned time new feature added benefit department centre involved shortlisting process login department designation information chosen submit button pressed system display screen showing various fileds selected option extremly useful shortlisting process select specific field displayed screen additional feature one want use bottom screen full report option full pdf option available previous year click full report option selectively take full pdf report application clicking detail report option want print application specific designation click full pdf option full pdf option take time please patience question doubt problem understanding process chauhan joint registrar indian institute technology delhi hauz khas new delhi india tel fax
5,offer letter post asstt prof deptt elect mr basak received offer letter last week thank sending correct address unfortunately decided joint iitd time sorry decision since much effort put forth iitd support application wish best luck hiring process best stefano dr stefano already mentioned offer appointment join institute within six month good gesture communicate acceptance free withdraw acceptance time plan joining institute per suitability within six month day issue appointment letter basak mr basak offer letter state requested communicate acceptance letter immediately could please qualify immediately mean last spoke prof bhaumik impression would six month decide whether accept letter thank clarification best stefano dr rini please find scaned offer letter post o asst prof deptt elect engg kind basak dy registrar stefano basak dy registrar stefano basak dy registrar
5,anil kumar cv research publication original message subject anil kumar cv research publication date respected per instruction presentation post assistant professor ce iit delhi sending cv research paper kind consideration thanks dr anil kumar ph iit delhi lmiste mie aicer assistant professor energy centre dept energy maulana azad national institute technology bhopal bhopal india contact fax web ce delhi ce reference mail dated mistake received mail post associate professor kindly ignore earlier mail application considered post assistant professor schedule remains mentioned earlier mail inconvenience caused regretted sincerely sharma ce pa ce centre energy study indian institute technology hauz khas new delhi india tel fax dr anil kumar reference application post associate professor centre energy study iit delhi requested make power point presentation academic achievement research activity including teaching contribution brief ce committee room kindly make possible present scheduled presentation strictly within minute best wish sincerely sharma ce pa ce centre energy study indian institute technology hauz khas new delhi india tel fax
5,interview rescheduled prof kushal one shortlisted candidate cse faulty position travelling abroad tentative date cse interview told office since two absentia confirmed found date work possible please schedule cse selection day mentioned period suggest fine well wish consider three candidate seriously put lot effort identifying like adjust flexibility could also required finding expert office good period u please let know view issue saroj original message subject interview rescheduled date prof kaushik please see mail suggest naveen forwarded message subject interview rescheduled date naveen sorry available wife flying back british virgin island thus would transit since ticket non refundable would hard change best arjun arjun piyush subodh administration change date interview interview start 11am ist hope new date continues ok subodh earlier indicated would able attend interview person hope still hold also let know preference interview time option thanks best wish naveen
5,request reprint dr mini matter discussed appropriate level decision conveyed presentation crdt possible skipe contact u best satyawati prof satyawati thank invitation however implausible come india germany within day without prior travel preparation notice moreover short notice reasonably priced flight ticket likely available could possible consider interview via skype video conferencing mode kind suggestion welcomed sincerely dr ing mini bajaj sent subject request reprint dr bajaj reference application post assistant professor crdt iit delhi requested give presentation crdt best satyawati dr bajaj relation application pertaining post associate professor crdt request kindly provide hard copy reprint paper courier soon possible difficult get print mail attachment good wish crdt prof naik centre rural development technology indian institute technology hauz khas new delhi ph
5,updated schedule interview attached prof sen updated interview schedule attached hard copy signed hod sent dean faculty office later today please note candidate withdrawn application best ranjan convenor faculty search committee ee dr ranjan mallik fnae fna fnasc fasc ftwas fieee fiet fiete fie brigadier bhopinder singh chair professor idrc research chair wireless communication department electrical engineering indian institute technology delhi hauz khas new delhi india tel mobile fax
5,recommendation letter dr sreeman mamidyala original message subject recommendation letter dr sreeman mamidyala date dr shevgaonkar attached please find supporting letter application sreeman mamidyala faculty position chemistry iit delhi good one best finn ph professor interim chair school chemistry biochemistry school biology georgia institute technology atlantic drive nw atlanta ga editor chief ac combinatorial science office mose 2100m office phone mobile phone fax ww chemistry gatech edu group finn
5,hello sent subject hello prof shevgaonkar interested exploring faculty position department management study iit delhi interest area learning business short story mba insead sixteen year experience leading strategic initiative entrepreneur intrapreneur corporate development $42 billion prologis country billion redwood group role spanned corporate development joint venture building execution team career summary link pasted last three year developed repertoire story many featured insead knowledge smartbriefs leadership million reader relevant link pasted business concept value principle easy convey form short story easily percolate entire organisation time company want employee show enthusiasm towards organisational aim yet return longer promise job security new market reality forcing company agile move quickly fewer people easily flexible people company want attract retain best talent must focus value delivering employee lieu job security else could beating dead horse fact gallup research confirms massive 87 employee disengagement story bridge gap senior junior management story discriminate read understood ceo junior foot soldier company story seamless way communicate perhaps century story conveying custom moral value society quietly shaping culture strongly feel story based learning module could add great value graduate executive education research program would privilege talk discus idea cordially venugopal gupta founder business parable bank enclave delhi career summary password vggiohwadl5jiiocy4 click story mudua twenty stone cutter leadership coal merchant strategy little boy ceo customer service book business parable big picture short story
5,urgent group candidate interview skype schedule kushal ishtiaque attaching tentative interview schedule well tentative skype schedule nine candidate group accepted interviewed one candidate dr sanat sarangi shortlisted joined somewhere else indicated email longer interested interview related attn kushal eight candidate would interviewed 23rd one already know tentative time schedule based time zone one mauritius two europe 23rd scheduled start finish kunal da currently kolcutta would like skype interview train ticket available air fare r 25k prepared come reimbursement possible dr goolup scheduled skype interview scheduled singapore thus would better skype related attn ishtiaque shivdutt candidate scheduled ishtiaque note timing fixed availability individual candidate shivdutt requested avoid clash possible request ishtiaque coordinate etsc check skype id etc time would contact organize expert suban vish ware available day
5,prof shevgaonkar john glynn ph english teaching original message subject prof shevgaonkar john glynn ph english teaching application date good day applying hope considered teaching position please find enclosed cv received distinction master ph study offer genuine initiative creativity present addition lecturing write well respected magazine like cycling world runner illustrated link piece provided case suitable opening moment would grateful would keep cv file future possibility thank taking time consider application look forward hearing near future kind
5,application position faculty member original message subject application position faculty member researcher department management study iit delhi date please refer attached resume thesis list skill expertise could attached previous email looking forward response also based mumbai would available interview please inform em two day advance prepare better shantesh hede mobile landline
5,application faculty position dept mechanical engineering prof saha shantanu tripathi iit madras uc berkeley alumnus currently staff engineer quality reliability research development intel corp portland oregon usa keen pursue research teaching opportunity back home india end submitted online application faculty position dept mechanical engineering iit delhi please could request help provide information regarding recruitment process timeline plan visit india winter timeframe hope get opportunity meet faculty person also wondering could give seminar discussing research experience research teaching plan little bit background work research development reliability intel component assembly since sr process technology development engineer intel ptd group working next generation semiconductor process since got phd m univ california berkeley mechanical engineering got btech mech engg iit madras phd thesis adviser berkeley prof david dornfeld mech engg dept prof fiona doyle graduate dean formerly material sci dept research interest area reliability fatigue corrosion tribology semiconductor processing sustainable manufacturing look forward hearing back meeting person please let know question regarding application thanks time shantanu
5,reference letter prof pandit dr jawar singh short listed faculty position newly opened iitra mauritius interview scheduled held dr jawar singh indicated name referee aware iit delhi mentoring iitra mauritius initial phase find detail iitra appreciate let u know opinion dr jawar singh suitability faculty member iitra particular help u comment research teaching potential also potential one early recruit new research focused educational institution please indicate strength weakness please get back query require clarification early response preferably would help apologize requesting response short period best prof visweswaran vlsi design microelectronics cluster coordinator iitra mauritius
5,itm university request meeting discus faculty recruitment prof kushal sen greeting behalf itm university would like express desire attract recruiting ph student iit delhi faculty position also filled job notification form registered official iit placement portal advised m anishya madan office iit along vice chancellor prof panwar visiting iit around would like meet discus matter would pleasure agree meeting enable u recruitment process giving wide publicity among phd student wish recruit ph student associate professor hand salary offer approx one lakh per month along various facility like cashless mediclaim self pf benefit flexible timing gratuity earned leave sabbatical leave special casual leave day care child transportation huda metro station etc detail shared candidate required looking forward acknowledgement confirmation detail visit www itmindia edu warm deepika deputy manager hr itm university disclaimer mail intended solely person organization addressed contain privileged restricted confidential information exclusive use addressee intended recipient prohibited copying disclosing distributing mail content harmful take action received mail mistake please delete inform sender mail immediately recipient acknowledges itm university gurgaon unable exercise control ensure guarantee integrity content information contained mail transmission acknowledges view expressed message individual sender binding nature message shall implied assumed unless sender expressly due authority itm university gurgaon disclaimer mail intended solely person organization addressed contain privileged restricted confidential information exclusive use addressee intended recipient prohibited copying disclosing distributing mail content harmful take action received mail mistake please delete inform sender mail immediately recipient acknowledges itm university gurgaon unable exercise control ensure guarantee integrity content information contained mail transmission acknowledges view expressed message individual sender binding nature message shall implied assumed unless sender expressly due authority itm university gurgaon
5,saptarshi mail saptarshi mail contain information period extension clarified pl see mail would like join happy recommend period extension sanil original message subject email dean faculty date professor sanil thank mail given commitment present work place currently people economics department would grateful given chance join winter semester around hope able consider kindly let know official decision taken work thing institute thanks best saptarshi dr mukherjee dean faculty iitd forwarded mail requesting extension date joining mail give detail period extension please let know period recommend sanil professor
5,urgent iitra recommendation shortlisting sub committee participated interaction iitra faculty applicant process equivalent stage iit delhi selection process recommendation sent selection committee scheduled 23rd summarized attached table except candidate others thought arrived definite conclusion tried capture seeking additional input sanjiva sak recommendation change slightly based feedback please feel free comment recommendation including comment column need receive comment tomorrow noon afternoon would finalize send prof kushal sen would get hard copy signed submit bala
5,interview call original message subject interview call date original message subject interview call date dr mitra thanks email good hear attending interview person selection committee sending booking room faculty guest house best wish thyagarajan prof thyagarajan thank much email fortunately india decided appear interview person already booked flight shall reach delhi evening leave evening request kindly inform accommodation arranged remain grateful thanking sincerely subhadip mitra postdoctoral fellow laboratoire de physique th orique orsay timent univ paris sud orsay cedex france department physic dr mitra received interview call post assistant professor dept physic dy registrar institute interview scheduled office director onwards ist kindly confirm whether personally appear interview case able personally appear interview kindly available interview via skype please logged skype onwards ist wait call director office purpose kindly provide following information skype mobile please confirm whether appearing person available skype best wish thyagarajan professor physic department indian institute technology delhi hauz khas new delhi india phone work secretary direct fax thyagarajan professor physic department indian institute technology delhi hauz khas new delhi india phone work secretary direct fax thyagarajan professor physic department indian institute technology delhi hauz khas new delhi india phone work secretary direct fax basak dy registrar
5,application assistant professor position chemistry original message subject application assistant professor position chemistry including centre energy polymer science talk young investigator meet berlin germany date prof dr shevgaonkar prof dr ramanan dr kamalakannan kailasam working postdoctoral fellow functional porous material prof dr arne thomas technical university berlin berlin germany writing request assistant professor position available iit delhi department chemistry postdoctoral research field material chemistry towards development functional porous material catalytic application visible light photocatalytic water splitting using carbon nitride mesoporous metal oxide photocatalyst light2hydrogen project field described cv detail postdoctoral research period sofar published paper high impact journal field chemistry material science doctoral degree university stuttgart stuttgart germany field chemistry especially towards development chromatographic column material graduate college chemistry interphases sofar published around paper international journal phd thesis selected give talk research work young investigator meet indian embassy berlin germany attended various iit incl iit delhi director prof dr shevgaonkar nit director also presented research work many national international conference oral poster presentation research activity inter disciplinary would suitable position iit delhi like request consider application assistant professor position iit delhi contribute centre energy polymer science experience sofar field believe would able perform research teaching activity experience sofar detailed research work research interest award work experience personal detail attached application form along curriculum vitae research plan email query pleased provide detail thank much sincerely kamalakannan
5,application faculty position iit jammu original message subject application faculty position iit jammu date prof gupta postdoctoral fellow john hopkins university school medicine usa looking research teaching faculty position india iit ropar today faculty candidate presentation got informed dr yasveer singh chair biomedical engineering iit ropar iit delhi mentoring institute upcoming iit jammu wondering could apply faculty position iit jammu would nice given opportunity present research work connection current cv cover letter attached ashima bhattacharyya postdoctoral fellow department physiology john hopkins university wolfe street hunterian baltimore md usa
5,coordinator vdtt program prof gupta process appointment various head coordinator taking place sure would looking appointment coordinator interdisciplinary program also connection would like point took coordinator vdtt program therefore coordinatorship due change would like suggest name prof jayadeva ee dept position consulted well colleague vdtt group seems widely acceptable choice anshul kumar anshul kumar prof dept comp sc engg tel indian institute technology delhi fax hauz khas new delhi india
5,application faculty position dept mechanical original message subject application faculty position dept mechanical engineering date prof saha please could kindly acknowledge receipt application please could also help answer question please let know direct someone else thank shantanu tripathi shantanu sent subject application faculty position dept mechanical engineering prof saha shantanu tripathi iit madras uc berkeley alumnus currently staff engineer quality reliability research development intel corp portland oregon usa keen pursue research teaching opportunity back home india end submitted online application faculty position dept mechanical engineering iit delhi please could request help provide information regarding recruitment process timeline plan visit india winter timeframe hope get opportunity meet faculty person also wondering could give seminar discussing research experience research teaching plan little bit background work research development reliability intel component assembly since sr process technology development engineer intel ptd group working next generation semiconductor process since got phd m univ california berkeley mechanical engineering got btech mech engg iit madras phd thesis adviser berkeley prof david dornfeld mech engg dept prof fiona doyle graduate dean formerly material sci dept research interest area reliability fatigue corrosion tribology semiconductor processing sustainable manufacturing look forward hearing back meeting person please let know question regarding application thanks time shantanu
5,interview schedule original message subject interview schedule date got notification regarding application assist prof iitd month since gave interview wondering decision made pulak purkait dr purkait great send request guest house accommodation check sept check sept best wish bhim singh already india sept morning would please able arrange accommodation guest house sept appear interview person thanks pulak dr purkait skype interview scheduled noon ist please let know skype contact phone number backup case plan appear interview person please let know earliest best wish bhim singh dr bhim singh professor department electrical engineering indian institute technology delhi hauz khas new delhi india phone fax original message subject interview call post assistant professor electrical department date invitation letter enclosed chauhan dy registrar dr pulak jpg dr bhim singh professor department electrical engineering indian institute technology delhi hauz khas new delhi india phone fax
5,application post assistant professor original message subject application post assistant professor department chemistry date director iit delhi respected dr tapa kuila currently working dst inspire faculty csir central mechanical engineering research institute durgapur india submitting herewith application kind consideration post assistant professor department chemistry iit delhi completed ph chemistry iit kharagpur three year postdoctoral research chonbuk national university south korea keen interest contributing towards research material chemistry nano science technology polymer science composite material advanced energy storage device present serving pi co pi mentor five project application oriented flexible electronics dst funded project graphene supercapacitor csir funded project graphene composite automotive part dst funded project design lubricant hot forging die sona blw precision forging ltd gurgaon surface coating prevent diffusion light gas well prevent corrosion cbnu south korea etc published research review article different peer reviewed journal present guiding four phd student hope contribute many area get opportunity work assistant professor department chemistry iit delhi sending herewith updated resume kind consideration thanks sincerely tapa kuila tapa kuila surface engineering tribology division csir central mechanical engineering research institute council scientific industrial research csir mahatma gandhi avenue durgapur phone
5,reference letter prof adekunle adeyeye dr sarjoosing goolaup short listed faculty position newly opened iitra mauritius interview scheduled held dr sarjoosing goolaup indicated name referee aware iit delhi mentoring iitra mauritius initial phase find detail iitra appreciate let u know opinion dr sarjoosing goolaup suitability faculty member iitra particular help u comment research teaching potential also potential one early recruit new research focused educational institution please indicate strength weakness please get back query require clarification early response preferably would help apologize requesting response short period best prof visweswaran vlsi design microelectronics cluster coordinator iitra mauritius
5,follow meeting atul share profile head hus dm thanks staying touch kushal professor sen wonderful meeting hope cross path sooner rather later delighted option teach single credit course would love teach early mentioned wear three hat public intellectual inter disciplinary training politics history economics entrepreneur experience silicon valley editor chief authored new guide edits work thought leader including professor nobel laureate please find cv attached syllabus teach berkeley look forward hearing warmest atul atul singh founder ceo editor chief fair observer harbor blvd belmont ca usa skype atul70 prof kushal sen department textile technology indian institute technology delhi new delhi india ph re fax
5,clarification dr behera refer email dt addressed hod mech engg deptt regarding week point connection inform professorial committee deptt mech engg discussed candidature consolidated stage ii evaluation recommended name final interview competent authority pleased approve recommendation called interview vide 4139 dated accordingly appeared selection committee office director state selection committee examined credential person interviewed made recommendation board governor reason decision towards recommending candidate post appear minute name selected candidate appeared minute also mention selection committee constituted per provision made statute best wish pg basak dr please let know weak point application take corrective action future application please also let know strong point applicant meanwhile happy learn journal article accepted computer industry international journal material forming taking total publication count also received special congratulatory message editor computer industry exceptional quality work send ask sincerely amar basak dy registrar
5,application faculty position iit ra mauritius dr singh refer application associate professor position iitra mauritius committee shortlisted candidature assistant professor position recommended interview tentatively scheduled 23rd would soon get formal email meantime would like talk skype informal discussion discussion scheduled held please indicate current affiliation address confirm whether would able appear person 23rd absentia time convenient inconvenient discussion betwenn give option skype address well mobile phone number contacting contact prof balakrishnan detail look forward hearing soon prof visweswaran cluster coordinator iitra vlsi design microelectronics cluster
5,iitram today closed recruitment site iitram please visit recruitment page iitram list people done final submit case one say done final submit name doesnt figure list contact dr mail recruitment application site closed public please let know given right shortlisting ee c department narayanan ishtiaque wrote narayanan thanks updating ishtiaque knarayanan wrote number pm ajmer came back yesterday late night today check mail till evening tomorrow closing recruitment site narayanan total registration total final submission computer sc engg electrical engineering narayanan csc iit delhi
5,status faculty selection prof kushal please update progress regarding faculty selection finalised date interview regularly getting lot mail applicant pl inform date also book ticket ishtiaque
5,regarding admission information respected would like request email please let know process criterion admission purpose required post graduation structure engineering highly attracted towards iit delhi study niraj kc nepal recently complete graduation civil engineering good mark institute engineering western region campus tribhuwan university nepal connection please let know intake date post graduation structure engineering along fee structure well placement activity facilitate institute also process required successful admission recognized institute eagerly waiting kind response thanking warm niraj kc nepal
5,dr yogesh karandikar plan joining iit delhi respected iit faculty well aware assistant professor position offered year returning back india mid due mainly personal reason need stay around mumbai hence politely well regretfully say would able act assistant professor iit delhi reason behind purely personal economical since returning back sweden mid year would still interested stay touch iit delhi electrical engineering dept care reasearch development area antenna microwave millimeter wave etc visiting faculty option would open hear suggetions yogesh karandikar sent yogesh karandikar subject dr yogesh karandikar plan joining iit delhi dr karandikar regarding offer faculty position department electrical engineering iit delhi please let u know plan join iit delhi looking forward hearing best wish bhim singh cc prof kushal sen dean faculty dr bhim singh professor department electrical engineering indian institute technology delhi hauz khas new delhi india phone fax
5,application faculty position iit jammu original message subject application faculty position iit jammu date prof gupta postdoctoral fellow john hopkins university school medicine usa looking research teaching faculty position india iit ropar today faculty candidate presentation got informed dr yasveer singh chair biomedical engineering iit ropar iit delhi mentoring institute upcoming iit jammu wondering could apply faculty position iit jammu would nice given opportunity present research work connection current cv cover letter attached ashima bhattacharyya postdoctoral fellow department physiology john hopkins university wolfe street hunterian baltimore md usa
5,faculty position original message subject faculty position date harihara venkataraman ph graduated material research centre indian institute science bangalore india post doctoral programme nagaoka university technology nagaoka japan present working faculty department physic bit pilani hyderabad campus teaching physic material science course undergraduate engineering science student carried interdisciplinary research work research area layered ferroelectric material electronic material non linear optical material glass composite laser induced crystallization glass multifarious device application worked extensively glass nanocrystal composite gncs comprising nanocrystallites rod transition metal rare earth ion doped strontium bismuth niobate lithium tetraborate glass matrix studied electrical optical property published paper peer reviewed journal mentioned research area looking suitable faculty position institution attaching updated cv mail kind consideration perusal thanking sincerely hari harihara venkataraman
5,ethiopian offer letter administrative officer please find notification subject swachch bharat mission cleanliness drive 22nd administrative officer requested kindly take necessary action accordingly submit report registrar afternoon positively please click following linked signed circular notification bhaskar assistant registrar s coordination section iit delhi
5,recommendation letter dr huidrom lokeshwor post original message subject recommendation letter dr huidrom lokeshwor post asst professor iddc date director indian institute technology delhi hauz khas new delhi india tel fax pleased attach recommendation letter favour dr huidrom lokeshwor singh post asst professor instrument design development centre rolling advt 02 best wish lalit kumar da sector gurgaon mobile atul vyas deputy registrar director office indian institute technology delhi hauz khas new delhi india pin
5,interview time skype 24 prof joshi thanks confirming time interview kind goolaup sent goolaup sarjoosing dr cc kushal sen subject interview time skype 24 dr gooaup timing skype interview iitra mauritius follows sarjoosing goolaup absentia skype 24 indian standard time singapore time best joshi cluster coordinator signal communication iitra shiv dutt joshi confidentiality email intended solely person named confidential privileged intended recipient please delete notify u copy use disclose content towards sustainable earth print necessary thank
5,regarding offer letter iitd ies1 u2 forwarding mail arpan question kanika context offer made dm iit delhi iitd ies1 u2 first would thank support throughout selection process confidence academic credential sure day come would justice judgement support first indicated interview would request relaxation joining date till end join iit delhi try complete funded research project managing currently pi would want complete initial commitment contract tenure iim rohtak also since limited understanding iit delhi system would request help understanding dimension offer letter letter state appointment would contractual period three year within period would eligible absorption permanent assistant professor would another period probation absorption permanent cadre would criterion absorption current offer put agp r pay pay band r provision increment basic pay pay band grade pay remain entire period contract question context seem superfluous asking since current offer iim rohtak agp r mentioned offer letter would get increment dearness allowance component transport allowance component mentioned offer per current government rate rate revised revision rate employee contract sign character certificate senior government officer know year definition responsible person use since know senior official around ncr know long thesis supervisor xlri certify character year service contract iit absorped permanent cadre based assessment would eligible move pb still assistant professor move pb happen year service permanent cadre would thank advance support seek guidance understanding detail offer better warm arpan
5,regarding request extension offer iit yes course processing paper k wrote professor sen thank much mail decision surely going talk professor sanil kindly let know one thing since appointment letter deadline passed need formal communication letter joining iitd extended deadline email fine thanks best saptarshi wrote look perfect please keep prof sanil hus informed case department want engage teaching assignment semester starting wishing best time kushal sen wrote professor sen think earliest possible date would given finish semester teaching evaluation current work place kindly let know decision thanks best saptarshi kushal sen hi earliest convenient date would make easy join iit k saptarshi mukherjee professor sen wanted say iit delhi clearly priority even though requested long extension make transition smoother want sound ``demanding form would definitely try joining earlier extension possible thank much consideration best saptarshi kushal sen thanks dr saptarshi would definitely like join iit delhi best best k saptarshi mukherjee professor sen thanks mail actually joined institute couple month back committed teaching assignment task related developing department place one faculty economics apart would like note joining iitd course priority aim part simply wondering wrap current place amicable way also notice period however possible get extension requested surely try join earlier thanks best saptarshi kushal sen dr saptarshi thanks reply shall consider way holding back cheer k saptarshi mukherjee professor sen received mail professor sanil regarding extension offer iit take opportunity thank much considering request hereby forward response professor sanil requested certain period extension keep loop hopeful solution emerge get opportunity work iit delhi thanks best saptarshi forwarded message date subject email dean faculty professor sanil thank mail given commitment present work place currently people economics department would grateful given chance join winter semester around hope able consider kindly let know official decision taken work thing institute thanks best saptarshi wrote dr mukherjee dean faculty iitd forwarded mail requesting extension date joining mail give detail period extension please let know period recommend sanil professor prof kushal sen department textile technology indian institute technology delhi new delhi india ph re fax sent iphone prof kushal sen department textile technology indian institute technology delhi new delhi india ph re fax prof kushal sen department textile technology indian institute technology delhi new delhi india ph re fax prof kushal sen department textile technology indian institute technology delhi new delhi india ph re fax sent iphone prof kushal sen department textile technology indian institute technology delhi new delhi india ph re fax
